run_id,repo,commit_sha,author,author_experience_commits,files_changed,lines_added,lines_deleted,test_count,test_failures,coverage,pipeline_duration_s,jobs_total,jobs_failed,trigger,created_at,day_of_week,hour,message_length,had_hotfix_keyword,prev_7d_failure_rate,prev_30d_failure_rate,flaky_tests_count,infra_alerts_count,artifact_size_mb,runner_os,cache_hit_rate,dependency_updates,security_alerts_count,success,failure_reason,churn,churn_per_file,test_fail_rate,author_experience_log,is_weekend
RUN-100010,mobile-app,127277e00e,dev12,20.0,5,64.0,6.0,59,0,73.83581210943305,329.0,8,0,push,2025-06-01 10:00:00,Sunday,10,92,0,0.18492997165881087,0.17602620130934846,0,1,60.567049531532405,windows-latest,0.8352897959275657,0,1,1,docker_build_failed,69.0,13.8,0.0,3.044522437723423,1
RUN-100011,infra-terraform,d78cddf8de,dev16,24.0,8,124.0,422.0,49,1,57.61927952238193,112.0,13,0,push,2025-06-01 11:00:00,Sunday,11,72,0,0.13661701976087945,0.2735740799097972,0,1,130.60333802486676,ubuntu-latest,0.677327812990495,0,0,1,docker_build_failed,546.0,68.25,0.02040816326530612,3.2188758248682006,1
RUN-100012,ml-pipeline,0e39b2f1d2,dev2,33.0,3,1185.0,14.0,116,0,74.29956905677952,431.0,7,1,push,2025-06-01 12:00:00,Sunday,12,86,0,0.31646820976155515,0.048815825582271585,1,1,128.84478121030753,windows-latest,0.4888601922567934,0,0,1,tests_failed,1199.0,399.6666666666667,0.0,3.5263605246161616,1
RUN-100013,ml-pipeline,47d626ad13,dev23,114.0,9,681.0,278.0,213,0,89.79785911579604,210.0,2,0,push,2025-06-01 13:00:00,Sunday,13,108,0,0.2943207240346092,0.2723570735570189,1,0,101.93694018824053,macos-latest,0.8912196642392223,0,0,1,infra_timeout,959.0,106.55555555555556,0.0,4.74493212836325,1
RUN-100014,ml-pipeline,55898bdc90,dev15,39.0,1,219.0,41.0,82,0,60.19059502152934,178.0,7,2,push,2025-06-01 14:00:00,Sunday,14,130,0,0.4273359476911113,0.07223593630577266,0,1,96.52311122995569,ubuntu-latest,0.5553558383311514,0,0,1,Unknown,260.0,260.0,0.0,3.6888794541139363,1
RUN-100015,ml-pipeline,2c495d2c7c,dev14,52.0,3,144.0,348.0,135,0,72.06303391436074,49.0,7,0,pullrequest,2025-06-01 15:00:00,Sunday,15,139,0,0.35654985999246097,0.41339785932780687,0,0,90.54705034488188,ubuntu-latest,0.9102712873047544,0,0,1,lint_error,492.0,164.0,0.0,3.970291913552122,1
RUN-100016,mobile-app,505b50ddbb,dev16,77.0,3,375.0,1292.3199999999988,82,0,70.35018321409967,154.0,2,1,pullrequest,2025-06-01 16:00:00,Sunday,16,198,1,0.24260335700629435,0.11207186076448118,0,0,125.63225213461328,windows-latest,0.5267582134122831,0,0,0,tests_failed,2506.4799999999996,835.4933333333332,0.0,4.356708826689592,1
RUN-100017,frontend-web,be21199d11,dev7,27.0,1,514.0,9.0,175,1,74.15899438766813,259.0,8,0,manual,2025-06-01 17:00:00,Sunday,17,39,0,0.12419269862388795,0.37648254979952667,0,0,165.0727465099112,macos-latest,0.8133216577844657,0,0,1,Unknown,523.0,523.0,0.005714285714285714,3.332204510175204,1
RUN-100018,infra-terraform,03c2413ce7,dev18,53.0,22,59.0,236.0,196,0,77.97507605422807,679.0,2,0,manual,2025-06-01 18:00:00,Sunday,18,174,0,0.1672693707589334,0.06179402186384388,1,0,167.91137957963878,macos-latest,0.565965769347501,0,0,1,Unknown,295.0,13.409090909090908,0.0,3.9889840465642745,1
RUN-100019,mobile-app,d3c1a3366f,dev23,20.0,3,136.0,15.0,95,0,80.31966289507209,298.0,7,1,schedule,2025-06-01 19:00:00,Sunday,19,122,0,0.07822233244476799,0.22842594043607653,0,0,75.04078611126099,windows-latest,0.7686706761519975,1,0,0,lint_error,151.0,50.333333333333336,0.0,3.044522437723423,1
RUN-100020,mobile-app,db46bb34b4,dev11,2.0,2,20.0,175.0,78,0,80.19392285752124,440.0,10,1,push,2025-06-01 20:00:00,Sunday,20,65,0,0.0936516539675723,0.33219602397049386,1,0,112.52087277324381,windows-latest,0.7673682930790289,0,0,1,Unknown,195.0,97.5,0.0,1.0986122886681098,1
RUN-100021,backend-api,5f4c88d26a,dev4,3.0,3,510.0,87.0,37,1,63.2782828366185,85.0,9,0,push,2025-06-01 21:00:00,Sunday,21,183,0,0.2037603657512598,0.18590513930049574,0,0,32.25960790728196,ubuntu-latest,0.8023714379332939,0,0,0,infra_timeout,597.0,199.0,0.02702702702702703,1.3862943611198906,1
RUN-100022,frontend-web,27532cc9b5,dev12,27.0,1,1438.0,126.0,43,0,55.24819566799581,183.0,6,0,push,2025-06-01 22:00:00,Sunday,22,142,0,0.2930872825150712,0.33605046130556937,0,0,124.36737244084685,windows-latest,0.5041006209506236,1,0,1,tests_failed,1564.0,1564.0,0.0,3.332204510175204,1
RUN-100023,infra-terraform,99d0ad4e3d,dev6,43.0,1,162.0,40.0,34,0,78.14866123836875,470.0,8,0,pullrequest,2025-06-01 23:00:00,Sunday,23,41,0,0.11559817007223044,0.07370047985952101,1,0,143.9059168052456,ubuntu-latest,0.4736873284587948,0,0,0,tests_failed,202.0,202.0,0.0,3.784189633918261,1
RUN-100024,ml-pipeline,1ea2dc51ab,dev12,30.0,7,14.0,259.0,73,0,68.92897150220819,107.0,5,1,manual,2025-06-02 00:00:00,Monday,0,39,0,0.2669364530115242,0.17706603424940864,1,0,182.8384474221595,ubuntu-latest,0.6317676510060904,0,0,1,Unknown,273.0,39.0,0.0,3.4339872044851463,0
RUN-100025,ml-pipeline,5d6b5af182,dev19,32.0,2,289.0,22.0,25,0,97.05974855624143,393.0,9,0,pullrequest,2025-06-02 01:00:00,Monday,1,133,0,0.21418624614136675,0.14791537786792863,1,0,48.541704507020356,windows-latest,0.47945764827410964,1,0,1,lint_error,311.0,155.5,0.0,3.4965075614664802,0
RUN-100026,mobile-app,f55b9d6380,dev4,156.0,1,54.0,430.0,38,1,97.61411635217935,334.0,9,0,pullrequest,2025-06-02 02:00:00,Monday,2,147,0,0.143958207550758,0.13396391056000917,0,0,76.47760312077502,ubuntu-latest,0.4025811768038601,0,0,0,tests_failed,484.0,484.0,0.02631578947368421,5.056245805348308,0
RUN-100027,infra-terraform,fed6c27a13,dev23,8.0,9,71.0,70.0,6,1,98.88827753275248,242.0,4,1,pullrequest,2025-06-02 03:00:00,Monday,3,13,0,0.46418321033628657,0.10471208424780341,0,0,125.76547207502512,windows-latest,0.4910589479686255,0,0,0,infra_timeout,141.0,15.666666666666666,0.16666666666666666,2.1972245773362196,0
RUN-100028,mobile-app,c5a8aa8973,dev7,26.0,9,295.0,23.0,177,2,63.718669187583444,159.0,10,0,schedule,2025-06-02 04:00:00,Monday,4,127,0,0.06434880843129723,0.248301747678038,0,0,55.26446534101504,macos-latest,0.7939043740452298,0,0,1,docker_build_failed,318.0,35.333333333333336,0.011299435028248588,3.295836866004329,0
RUN-100029,mobile-app,4f9b2c6b6c,dev27,35.0,5,196.0,635.0,37,1,81.83242904090513,100.0,10,0,push,2025-06-02 05:00:00,Monday,5,108,0,0.0796576782215366,0.2332623893051787,0,0,126.88848603405218,macos-latest,0.45107779936586817,0,0,1,artifact_upload_error,831.0,166.2,0.02702702702702703,3.58351893845611,0
RUN-100030,mobile-app,b00ad110c5,dev22,27.0,2,86.0,102.0,64,0,85.45143020701781,694.0,8,1,push,2025-06-02 06:00:00,Monday,6,194,0,0.22075285393355074,0.12461923743658239,0,0,144.92010180281864,macos-latest,0.9279485974595058,0,0,1,Unknown,188.0,94.0,0.0,3.332204510175204,0
RUN-100031,backend-api,b49582f624,dev9,27.0,2,72.0,896.0,143,0,84.10025080253283,311.0,49,1,manual,2025-06-02 07:00:00,Monday,7,149,0,0.1657616658441623,0.3221767723756042,0,0,68.74849104187764,ubuntu-latest,0.9029625643349779,0,0,1,Unknown,968.0,484.0,0.0,3.332204510175204,0
RUN-100032,frontend-web,634997e4c0,dev17,6.0,1,170.0,421.0,56,0,70.7472246696737,254.0,8,1,push,2025-06-02 08:00:00,Monday,8,182,1,0.33604456435520985,0.5042983443995536,1,0,125.30341480193887,macos-latest,0.719790135853984,0,0,0,docker_build_failed,591.0,591.0,0.0,1.9459101490553132,0
RUN-100033,mobile-app,a411470dec,dev4,96.0,1,94.0,45.0,141,0,90.34997883558391,150.0,7,0,manual,2025-06-02 09:00:00,Monday,9,11,0,0.3208314909379417,0.1729405185398117,1,0,71.51156259939792,macos-latest,0.6056903541288864,0,0,1,docker_build_failed,139.0,139.0,0.0,4.574710978503383,0
RUN-100034,infra-terraform,02bf0c0455,dev3,14.0,1,43.0,100.0,16,0,75.00569983639828,205.0,6,0,push,2025-06-02 10:00:00,Monday,10,154,0,0.15905540210268576,0.04712782604652397,0,1,175.01703475753214,windows-latest,0.6317676510060904,0,1,1,lint_error,143.0,143.0,0.0,2.70805020110221,0
RUN-100035,frontend-web,3584cd7eac,dev29,168.0,2,102.0,125.0,304,0,76.53727349922528,224.0,4,1,push,2025-06-02 11:00:00,Monday,11,70,0,0.2155876032077998,0.1315716567946442,0,0,128.26584369840768,ubuntu-latest,0.619913004129769,0,0,0,lint_error,227.0,113.5,0.0,5.1298987149230735,0
RUN-100036,infra-terraform,866c2fe0c1,dev25,26.0,1,215.0,589.0,106,0,56.54599857867428,265.0,14,0,pullrequest,2025-06-02 12:00:00,Monday,12,112,0,0.15390845509516635,0.3704322984623342,0,0,94.39743884131869,macos-latest,0.8354567683387831,0,0,1,lint_error,804.0,804.0,0.0,3.295836866004329,0
RUN-100037,infra-terraform,29eb9b0077,dev5,27.0,1,122.0,177.0,52,0,82.73717963487586,334.0,5,0,schedule,2025-06-02 13:00:00,Monday,13,176,0,0.08059196754577615,0.022485679811159412,0,0,70.4743447880005,ubuntu-latest,0.6378944898763802,1,0,1,infra_timeout,299.0,299.0,0.0,3.332204510175204,0
RUN-100038,backend-api,2a78df5bb6,dev9,25.0,3,31.0,133.0,139,1,71.87505943713107,115.0,6,0,schedule,2025-06-02 14:00:00,Monday,14,174,0,0.11261745660872259,0.0818137166066553,0,0,135.56598774120994,windows-latest,0.25265775912827104,0,0,1,tests_failed,164.0,54.666666666666664,0.007194244604316547,3.258096538021482,0
RUN-100039,ml-pipeline,d61809b96a,dev6,26.0,4,440.0,88.0,17,1,80.57734634520631,71.0,6,0,pullrequest,2025-06-02 15:00:00,Monday,15,48,0,0.21135366667068373,0.26134604989740173,1,0,174.31742008409663,windows-latest,0.46312906205024507,0,0,0,docker_build_failed,528.0,132.0,0.058823529411764705,3.295836866004329,0
RUN-100040,frontend-web,fd37d209eb,dev12,16.0,12,12.99,103.0,35,2,77.82136439765542,212.0,4,3,pullrequest,2025-06-02 16:00:00,Monday,16,51,1,0.13910718562391458,0.31634287250171866,0,0,89.13984363192566,macos-latest,0.6014222599295995,0,0,1,lint_error,110.0,9.166666666666666,0.05714285714285714,2.833213344056216,0
RUN-100041,ml-pipeline,8e54032ef5,dev9,30.0,1,90.0,461.0,141,0,77.17123891996525,58.0,2,0,push,2025-06-02 17:00:00,Monday,17,145,0,0.18503989924627703,0.17594401573293228,0,0,102.41421335712353,macos-latest,0.7076654962145021,0,0,1,tests_failed,551.0,551.0,0.0,3.4339872044851463,0
RUN-100042,ml-pipeline,d6cd461d33,dev10,36.0,4,75.0,110.0,10,0,74.4514371303998,159.0,6,0,pullrequest,2025-06-02 18:00:00,Monday,18,176,0,0.3753233898613529,0.28800211153919214,0,0,89.91437197167241,macos-latest,0.24612224560826412,0,0,0,tests_failed,185.0,46.25,0.0,3.6109179126442243,0
RUN-100043,backend-api,fd85b878cd,dev16,13.0,4,174.0,71.0,69,2,84.43919681592544,140.0,16,2,push,2025-06-02 19:00:00,Monday,19,124,0,0.02286214518638221,0.23738969791547412,0,0,182.21970284208584,windows-latest,0.7405013487660901,0,0,0,docker_build_failed,245.0,61.25,0.028985507246376812,2.6390573296152584,0
RUN-100044,frontend-web,243fa0cea6,dev6,24.0,2,275.0,59.0,68,1,72.6132895573792,282.0,10,2,push,2025-06-02 20:00:00,Monday,20,15,0,0.01063638606856675,0.18787216727442335,0,1,43.65438124129679,ubuntu-latest,0.5979864982958359,1,0,1,tests_failed,334.0,167.0,0.014705882352941176,3.2188758248682006,0
RUN-100045,infra-terraform,72c0397980,dev27,15.0,6,512.0,59.0,216,0,74.15899438766813,802.0,26,0,schedule,2025-06-02 21:00:00,Monday,21,36,0,0.21769556615451885,0.3163101527913901,0,0,171.423728912009,macos-latest,0.730452773913408,0,0,1,artifact_upload_error,571.0,95.16666666666667,0.0,2.772588722239781,0
RUN-100046,mobile-app,647fa53fd7,dev22,214.0,6,67.0,23.0,12,0,81.82746727648721,51.0,15,1,manual,2025-06-02 22:00:00,Monday,22,151,0,0.2602522950778022,0.08181424971774105,0,0,104.91207646211495,macos-latest,0.5951541059755585,0,0,0,artifact_upload_error,90.0,15.0,0.0,5.3706380281276624,0
RUN-100047,infra-terraform,147e1c1f54,dev23,25.0,4,282.0,48.0,162,0,65.29193370106034,984.0,13,0,push,2025-06-02 23:00:00,Monday,23,149,0,0.06909105164352246,0.1855229780634123,0,0,117.13539520535029,windows-latest,0.5167844678340613,0,0,1,docker_build_failed,330.0,82.5,0.0,3.258096538021482,0
RUN-100048,ml-pipeline,c15d5175d5,dev6,108.0,2,184.0,571.0,28,1,59.108857887814324,170.0,33,1,manual,2025-06-03 00:00:00,Tuesday,0,179,0,0.13557804848960342,0.36245440054181205,0,0,106.37461401131287,windows-latest,0.3216141563320409,0,0,1,Unknown,755.0,377.5,0.03571428571428571,4.6913478822291435,0
RUN-100049,ml-pipeline,6f0c24700a,dev22,22.0,2,22.0,87.0,31,1,62.73307999028882,255.0,8,0,push,2025-06-03 01:00:00,Tuesday,1,108,0,0.17604603661502152,0.2788714745140067,0,0,129.58403525928588,macos-latest,0.7424684462168659,0,0,0,lint_error,109.0,54.5,0.03225806451612903,3.1354942159291497,0
RUN-100050,ml-pipeline,7825cf597a,dev26,34.0,1,1200.0,238.0,16,0,78.39998855228305,74.0,9,0,manual,2025-06-03 02:00:00,Tuesday,2,88,0,0.14066459559487673,0.31438767934192136,1,0,90.80804980240907,ubuntu-latest,0.6238557546810358,0,0,1,docker_build_failed,1438.0,1438.0,0.0,3.5553480614894135,0
RUN-100051,frontend-web,26928106eb,dev6,27.0,1,30.0,7.0,18,0,73.8417743628618,402.0,8,0,pullrequest,2025-06-03 03:00:00,Tuesday,3,26,0,0.08576352365012097,0.20393285470775996,1,0,162.3353254635072,macos-latest,0.6835581238274846,1,0,1,Unknown,53.99,53.99,0.0,3.332204510175204,0
RUN-100052,backend-api,2e5135864e,dev23,18.0,2,235.0,205.0,61,0,74.15899438766813,206.0,26,1,push,2025-06-03 04:00:00,Tuesday,4,157,0,0.14841434495184658,0.572200944639586,1,0,163.95988171176418,windows-latest,0.3465967696579786,0,0,1,Unknown,440.0,220.0,0.0,2.9444389791664403,0
RUN-100053,mobile-app,e837f1673e,dev11,32.0,1,227.0,92.0,18,0,70.39612868336796,191.0,9,0,manual,2025-06-03 05:00:00,Tuesday,5,190,1,0.1208445092286037,0.39450260584363145,1,0,80.66363840893024,macos-latest,0.21469519952012578,0,0,1,Unknown,319.0,319.0,0.0,3.4965075614664802,0
RUN-100054,mobile-app,0b6e1f68f0,dev24,113.0,4,200.0,64.0,80,1,89.03077469969718,51.0,5,0,push,2025-06-03 06:00:00,Tuesday,6,13,0,0.4320819547411951,0.48925487049837885,1,0,146.69867862136155,ubuntu-latest,0.4946559104072446,0,0,0,Unknown,264.0,66.0,0.0125,4.736198448394496,0
RUN-100055,frontend-web,3b9c3514a1,dev15,33.0,8,86.0,134.0,26,0,69.58445194879945,210.0,13,1,pullrequest,2025-06-03 07:00:00,Tuesday,7,100,0,0.22186949643694528,0.39696700347076963,1,0,105.7402455906752,windows-latest,0.6317676510060904,0,0,1,artifact_upload_error,220.0,27.5,0.0,3.5263605246161616,0
RUN-100056,mobile-app,4ac4667831,dev25,94.0,1,368.0,63.0,16,0,73.01428135886889,362.0,5,0,push,2025-06-03 08:00:00,Tuesday,8,74,0,0.2007712165257124,0.06959269067546157,0,1,122.06533960245706,ubuntu-latest,0.6317676510060904,0,0,1,lint_error,431.0,431.0,0.0,4.553876891600541,0
RUN-100057,frontend-web,7d7d960d31,dev5,48.0,4,26.0,10.0,29,0,87.51589724792584,169.0,13,1,push,2025-06-03 09:00:00,Tuesday,9,150,0,0.1613350578419057,0.3208222910512497,0,0,181.00603589403767,windows-latest,0.5381930238777279,0,0,1,Unknown,53.99,13.4975,0.0,3.8918202981106265,0
RUN-100058,ml-pipeline,96214556fe,dev12,117.0,1,138.0,303.0,58,2,84.54587109845443,455.0,12,0,manual,2025-06-03 10:00:00,Tuesday,10,153,0,0.0694308221859178,0.12875492759611418,0,0,93.03863328206752,windows-latest,0.7621887995723614,0,0,0,artifact_upload_error,441.0,441.0,0.034482758620689655,4.770684624465665,0
RUN-100059,ml-pipeline,7e484079b9,dev9,25.0,2,79.0,143.0,35,0,87.26101305182053,442.0,7,0,pullrequest,2025-06-03 11:00:00,Tuesday,11,47,0,0.16376186739258752,0.12366651174493969,1,1,157.06197759318349,macos-latest,0.8700903105499794,0,0,0,tests_failed,222.0,111.0,0.0,3.258096538021482,0
RUN-100060,infra-terraform,1588952303,dev8,233.0,1,70.0,77.0,45,0,41.72935667935556,127.0,13,0,pullrequest,2025-06-03 12:00:00,Tuesday,12,190,0,0.08566085511788325,0.22233016547027837,1,0,138.28500715809213,macos-latest,0.913950836291047,0,0,1,Unknown,147.0,147.0,0.0,5.455321115357702,0
RUN-100061,ml-pipeline,3e60fd8244,dev10,17.0,5,237.0,37.0,78,1,95.80227646130533,611.0,3,0,manual,2025-06-03 13:00:00,Tuesday,13,31,0,0.2736647941121531,0.17846021616215912,0,1,112.23887442196475,windows-latest,0.6699576052594072,0,0,0,docker_build_failed,274.0,54.8,0.01282051282051282,2.8903717578961645,0
RUN-100062,backend-api,d7f5688bd7,dev12,13.0,1,485.0,21.0,106,1,82.63680522513515,206.0,10,0,schedule,2025-06-03 14:00:00,Tuesday,14,157,0,0.2029508124507609,0.11158269521995286,1,0,134.69614270115295,windows-latest,0.6389879324874683,0,0,1,infra_timeout,506.0,506.0,0.009433962264150943,2.6390573296152584,0
RUN-100063,infra-terraform,a3390358da,dev4,9.0,7,101.0,140.0,34,1,100.0,207.0,6,0,pullrequest,2025-06-03 15:00:00,Tuesday,15,149,1,0.06894897826849956,0.04300209691768502,0,0,129.93647693267556,windows-latest,0.657826629376443,1,0,1,lint_error,241.0,34.42857142857143,0.029411764705882353,2.302585092994046,0
RUN-100064,mobile-app,a62ea1d48e,dev22,220.0,2,350.0,648.0,19,1,65.6120876307086,214.0,66,1,pullrequest,2025-06-03 16:00:00,Tuesday,16,36,0,0.34226392342080564,0.12460336067692994,0,1,73.66586751581234,windows-latest,0.7743476470844244,0,0,1,docker_build_failed,998.0,499.0,0.05263157894736842,5.3981627015177525,0
RUN-100065,backend-api,ab9270c768,dev17,56.0,1,156.0,137.0,47,0,53.83859273221307,210.0,10,0,push,2025-06-03 17:00:00,Tuesday,17,136,0,0.10619780940766903,0.2958529485923685,0,0,95.73104625521253,macos-latest,0.638806205934714,0,0,1,tests_failed,293.0,293.0,0.0,4.04305126783455,0
RUN-100066,infra-terraform,c34d9cbccb,dev25,20.0,1,55.0,24.0,65,2,75.08662148070212,40.0,5,0,schedule,2025-06-03 18:00:00,Tuesday,18,57,1,0.1263170982346001,0.02327779888463035,0,0,78.1899046016369,windows-latest,0.7166872380468556,0,0,1,infra_timeout,79.0,79.0,0.03076923076923077,3.044522437723423,0
RUN-100067,backend-api,0ee0328c9d,dev22,83.0,4,111.0,140.0,13,1,71.69553204291407,175.0,3,1,schedule,2025-06-03 19:00:00,Tuesday,19,58,0,0.3152988750920748,0.07085130234271714,0,1,108.93524914045227,windows-latest,0.529513887070487,1,0,1,artifact_upload_error,251.0,62.75,0.07692307692307693,4.430816798843313,0
RUN-100068,frontend-web,5dda0c0fb9,dev5,50.0,6,106.0,103.0,21,0,82.84396780337785,77.0,22,0,schedule,2025-06-03 20:00:00,Tuesday,20,21,0,0.33152905369541835,0.15204210978219376,0,0,173.80141184272867,ubuntu-latest,0.8874608039715614,0,0,0,Unknown,209.0,34.833333333333336,0.0,3.9318256327243257,0
RUN-100069,mobile-app,8a1e7851be,dev3,159.0,4,68.0,284.0,25,1,87.89914013503628,625.0,7,1,push,2025-06-03 21:00:00,Tuesday,21,150,0,0.2946342415858141,0.28053661918806144,0,0,143.2411120650578,windows-latest,0.7330340553289169,0,0,1,tests_failed,352.0,88.0,0.04,5.075173815233827,0
RUN-100070,ml-pipeline,56a51586e1,dev13,6.0,19,237.0,214.0,37,0,73.95247026144604,608.0,5,1,manual,2025-06-03 22:00:00,Tuesday,22,162,1,0.3913291618332072,0.22314230413440547,0,0,62.69643689998919,windows-latest,0.5776363478628848,0,0,1,Unknown,451.0,23.736842105263158,0.0,1.9459101490553132,0
RUN-100071,frontend-web,d82fc476ee,dev15,21.0,10,192.0,6.0,24,0,72.11150345024728,363.0,11,0,schedule,2025-06-03 23:00:00,Tuesday,23,103,0,0.39039789282706555,0.10194246657196325,1,0,109.06529251682718,macos-latest,0.5747927190075048,0,0,1,infra_timeout,196.0,19.6,0.0,3.091042453358316,0
RUN-100072,mobile-app,7b89df3654,dev8,17.0,2,25.0,200.0,78,0,81.27263783419353,169.0,14,1,pullrequest,2025-06-04 00:00:00,Wednesday,0,156,0,0.29879638539467546,0.08403723871177197,0,0,129.34499443677217,ubuntu-latest,0.7712939286803123,1,0,1,artifact_upload_error,225.0,112.5,0.0,2.8903717578961645,0
RUN-100073,frontend-web,c4c4c71788,dev24,4.0,2,24.0,36.0,12,0,71.92405601169003,98.0,14,2,manual,2025-06-04 01:00:00,Wednesday,1,72,0,0.24488021526937123,0.15646149787618685,0,0,149.76353921224845,windows-latest,0.7919565783906101,0,0,1,Unknown,60.0,30.0,0.0,1.6094379124341003,0
RUN-100074,ml-pipeline,da1db05cb0,dev18,70.0,4,236.0,23.0,12,2,70.92021478923854,126.0,9,0,push,2025-06-04 02:00:00,Wednesday,2,115,0,0.21109260354495693,0.3499645375008019,0,0,93.96931848327927,windows-latest,0.6164228460392683,0,1,1,Unknown,259.0,64.75,0.16666666666666666,4.2626798770413155,0
RUN-100075,mobile-app,813a03be5e,dev23,21.0,1,60.0,89.0,34,0,87.44561926410343,780.0,10,2,push,2025-06-04 03:00:00,Wednesday,3,158,0,0.5843321629117065,0.20434234260053522,1,0,70.50272704943083,windows-latest,0.3600807687826185,0,0,0,lint_error,149.0,149.0,0.0,3.091042453358316,0
RUN-100076,backend-api,e8d86a756e,dev4,52.0,8,206.0,172.0,38,0,90.11733428284288,123.0,10,0,pullrequest,2025-06-04 04:00:00,Wednesday,4,89,0,0.20908638952058967,0.3049823143539812,0,0,117.74628384902334,ubuntu-latest,0.6262607712284081,0,0,1,lint_error,378.0,47.25,0.0,3.970291913552122,0
RUN-100077,backend-api,964dc12b4e,dev25,226.0,4,350.0,18.0,13,0,74.15899438766813,40.0,11,0,push,2025-06-04 05:00:00,Wednesday,5,125,0,0.06577750269532136,0.42073069502841254,0,0,142.76118684125638,ubuntu-latest,0.8219372735277807,0,0,0,Unknown,368.0,92.0,0.0,5.424950017481403,0
RUN-100078,mobile-app,d9ab93921e,dev7,19.0,4,36.0,238.0,27,0,72.98124344729369,412.0,12,0,pullrequest,2025-06-04 06:00:00,Wednesday,6,33,0,0.06311885252982699,0.41003198531094626,0,0,129.39385946532786,windows-latest,0.4546843015020421,1,0,1,artifact_upload_error,274.0,68.5,0.0,2.995732273553991,0
