files_changed,lines_added,lines_deleted,churn,test_count,test_failures,coverage,pipeline_duration_s,jobs_total,message_length,prev_7d_failure_rate,prev_30d_failure_rate,flaky_tests_count,infra_alerts_count,artifact_size_mb,cache_hit_rate,security_alerts_count,hour,churn_per_file,test_fail_rate,author_experience_log,had_hotfix_keyword,dependency_updates,is_weekend,repo_backend-api,repo_frontend-web,repo_infra-terraform,repo_ml-pipeline,repo_mobile-app,trigger_manual,trigger_pullrequest,trigger_push,trigger_schedule,runner_os_macos-latest,runner_os_ubuntu-latest,runner_os_windows-latest,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,author_dev1,author_dev10,author_dev11,author_dev12,author_dev13,author_dev14,author_dev15,author_dev16,author_dev17,author_dev18,author_dev19,author_dev2,author_dev20,author_dev21,author_dev22,author_dev23,author_dev24,author_dev25,author_dev26,author_dev27,author_dev28,author_dev29,author_dev3,author_dev30,author_dev4,author_dev5,author_dev6,author_dev7,author_dev8,author_dev9
5,64.0,6.0,69.0,59,0,73.83581210943305,329.0,8,92,0.18492997165881087,0.17602620130934846,0,1,60.567049531532405,0.8352897959275657,1,10,13.8,0.0,3.044522437723423,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,124.0,422.0,546.0,49,1,57.61927952238193,112.0,13,72,0.13661701976087945,0.2735740799097972,0,1,130.60333802486676,0.677327812990495,0,11,68.25,0.02040816326530612,3.2188758248682006,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1185.0,14.0,1199.0,116,0,74.29956905677952,431.0,7,86,0.31646820976155515,0.048815825582271585,1,1,128.84478121030753,0.4888601922567934,0,12,399.6666666666667,0.0,3.5263605246161616,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,681.0,278.0,959.0,213,0,89.79785911579604,210.0,2,108,0.2943207240346092,0.2723570735570189,1,0,101.93694018824053,0.8912196642392223,0,13,106.55555555555556,0.0,4.74493212836325,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,219.0,41.0,260.0,82,0,60.19059502152934,178.0,7,130,0.4273359476911113,0.07223593630577266,0,1,96.52311122995569,0.5553558383311514,0,14,260.0,0.0,3.6888794541139363,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,144.0,348.0,492.0,135,0,72.06303391436074,49.0,7,139,0.35654985999246097,0.41339785932780687,0,0,90.54705034488188,0.9102712873047544,0,15,164.0,0.0,3.970291913552122,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,375.0,1292.3199999999988,2506.4799999999996,82,0,70.35018321409967,154.0,2,198,0.24260335700629435,0.11207186076448118,0,0,125.63225213461328,0.5267582134122831,0,16,835.4933333333332,0.0,4.356708826689592,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,514.0,9.0,523.0,175,1,74.15899438766813,259.0,8,39,0.12419269862388795,0.37648254979952667,0,0,165.0727465099112,0.8133216577844657,0,17,523.0,0.005714285714285714,3.332204510175204,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,59.0,236.0,295.0,196,0,77.97507605422807,679.0,2,174,0.1672693707589334,0.06179402186384388,1,0,167.91137957963878,0.565965769347501,0,18,13.409090909090908,0.0,3.9889840465642745,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,136.0,15.0,151.0,95,0,80.31966289507209,298.0,7,122,0.07822233244476799,0.22842594043607653,0,0,75.04078611126099,0.7686706761519975,0,19,50.333333333333336,0.0,3.044522437723423,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20.0,175.0,195.0,78,0,80.19392285752124,440.0,10,65,0.0936516539675723,0.33219602397049386,1,0,112.52087277324381,0.7673682930790289,0,20,97.5,0.0,1.0986122886681098,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,510.0,87.0,597.0,37,1,63.2782828366185,85.0,9,183,0.2037603657512598,0.18590513930049574,0,0,32.25960790728196,0.8023714379332939,0,21,199.0,0.02702702702702703,1.3862943611198906,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1438.0,126.0,1564.0,43,0,55.24819566799581,183.0,6,142,0.2930872825150712,0.33605046130556937,0,0,124.36737244084685,0.5041006209506236,0,22,1564.0,0.0,3.332204510175204,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,162.0,40.0,202.0,34,0,78.14866123836875,470.0,8,41,0.11559817007223044,0.07370047985952101,1,0,143.9059168052456,0.4736873284587948,0,23,202.0,0.0,3.784189633918261,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,14.0,259.0,273.0,73,0,68.92897150220819,107.0,5,39,0.2669364530115242,0.17706603424940864,1,0,182.8384474221595,0.6317676510060904,0,0,39.0,0.0,3.4339872044851463,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,289.0,22.0,311.0,25,0,97.05974855624143,393.0,9,133,0.21418624614136675,0.14791537786792863,1,0,48.541704507020356,0.47945764827410964,0,1,155.5,0.0,3.4965075614664802,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54.0,430.0,484.0,38,1,97.61411635217935,334.0,9,147,0.143958207550758,0.13396391056000917,0,0,76.47760312077502,0.4025811768038601,0,2,484.0,0.02631578947368421,5.056245805348308,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,71.0,70.0,141.0,6,1,98.88827753275248,242.0,4,13,0.46418321033628657,0.10471208424780341,0,0,125.76547207502512,0.4910589479686255,0,3,15.666666666666666,0.16666666666666666,2.1972245773362196,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,295.0,23.0,318.0,177,2,63.718669187583444,159.0,10,127,0.06434880843129723,0.248301747678038,0,0,55.26446534101504,0.7939043740452298,0,4,35.333333333333336,0.011299435028248588,3.295836866004329,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,196.0,635.0,831.0,37,1,81.83242904090513,100.0,10,108,0.0796576782215366,0.2332623893051787,0,0,126.88848603405218,0.45107779936586817,0,5,166.2,0.02702702702702703,3.58351893845611,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,86.0,102.0,188.0,64,0,85.45143020701781,694.0,8,194,0.22075285393355074,0.12461923743658239,0,0,144.92010180281864,0.9279485974595058,0,6,94.0,0.0,3.332204510175204,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,72.0,896.0,968.0,143,0,84.10025080253283,311.0,49,149,0.1657616658441623,0.3221767723756042,0,0,68.74849104187764,0.9029625643349779,0,7,484.0,0.0,3.332204510175204,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,170.0,421.0,591.0,56,0,70.7472246696737,254.0,8,182,0.33604456435520985,0.5042983443995536,1,0,125.30341480193887,0.719790135853984,0,8,591.0,0.0,1.9459101490553132,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,94.0,45.0,139.0,141,0,90.34997883558391,150.0,7,11,0.3208314909379417,0.1729405185398117,1,0,71.51156259939792,0.6056903541288864,0,9,139.0,0.0,4.574710978503383,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,43.0,100.0,143.0,16,0,75.00569983639828,205.0,6,154,0.15905540210268576,0.04712782604652397,0,1,175.01703475753214,0.6317676510060904,1,10,143.0,0.0,2.70805020110221,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,102.0,125.0,227.0,304,0,76.53727349922528,224.0,4,70,0.2155876032077998,0.1315716567946442,0,0,128.26584369840768,0.619913004129769,0,11,113.5,0.0,5.1298987149230735,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,215.0,589.0,804.0,106,0,56.54599857867428,265.0,14,112,0.15390845509516635,0.3704322984623342,0,0,94.39743884131869,0.8354567683387831,0,12,804.0,0.0,3.295836866004329,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,122.0,177.0,299.0,52,0,82.73717963487586,334.0,5,176,0.08059196754577615,0.022485679811159412,0,0,70.4743447880005,0.6378944898763802,0,13,299.0,0.0,3.332204510175204,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,31.0,133.0,164.0,139,1,71.87505943713107,115.0,6,174,0.11261745660872259,0.0818137166066553,0,0,135.56598774120994,0.25265775912827104,0,14,54.666666666666664,0.007194244604316547,3.258096538021482,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,440.0,88.0,528.0,17,1,80.57734634520631,71.0,6,48,0.21135366667068373,0.26134604989740173,1,0,174.31742008409663,0.46312906205024507,0,15,132.0,0.058823529411764705,3.295836866004329,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,12.99,103.0,110.0,35,2,77.82136439765542,212.0,4,51,0.13910718562391458,0.31634287250171866,0,0,89.13984363192566,0.6014222599295995,0,16,9.166666666666666,0.05714285714285714,2.833213344056216,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,90.0,461.0,551.0,141,0,77.17123891996525,58.0,2,145,0.18503989924627703,0.17594401573293228,0,0,102.41421335712353,0.7076654962145021,0,17,551.0,0.0,3.4339872044851463,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,75.0,110.0,185.0,10,0,74.4514371303998,159.0,6,176,0.3753233898613529,0.28800211153919214,0,0,89.91437197167241,0.24612224560826412,0,18,46.25,0.0,3.6109179126442243,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,174.0,71.0,245.0,69,2,84.43919681592544,140.0,16,124,0.02286214518638221,0.23738969791547412,0,0,182.21970284208584,0.7405013487660901,0,19,61.25,0.028985507246376812,2.6390573296152584,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,275.0,59.0,334.0,68,1,72.6132895573792,282.0,10,15,0.01063638606856675,0.18787216727442335,0,1,43.65438124129679,0.5979864982958359,0,20,167.0,0.014705882352941176,3.2188758248682006,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,512.0,59.0,571.0,216,0,74.15899438766813,802.0,26,36,0.21769556615451885,0.3163101527913901,0,0,171.423728912009,0.730452773913408,0,21,95.16666666666667,0.0,2.772588722239781,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,67.0,23.0,90.0,12,0,81.82746727648721,51.0,15,151,0.2602522950778022,0.08181424971774105,0,0,104.91207646211495,0.5951541059755585,0,22,15.0,0.0,5.3706380281276624,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,282.0,48.0,330.0,162,0,65.29193370106034,984.0,13,149,0.06909105164352246,0.1855229780634123,0,0,117.13539520535029,0.5167844678340613,0,23,82.5,0.0,3.258096538021482,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,184.0,571.0,755.0,28,1,59.108857887814324,170.0,33,179,0.13557804848960342,0.36245440054181205,0,0,106.37461401131287,0.3216141563320409,0,0,377.5,0.03571428571428571,4.6913478822291435,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,22.0,87.0,109.0,31,1,62.73307999028882,255.0,8,108,0.17604603661502152,0.2788714745140067,0,0,129.58403525928588,0.7424684462168659,0,1,54.5,0.03225806451612903,3.1354942159291497,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1200.0,238.0,1438.0,16,0,78.39998855228305,74.0,9,88,0.14066459559487673,0.31438767934192136,1,0,90.80804980240907,0.6238557546810358,0,2,1438.0,0.0,3.5553480614894135,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,30.0,7.0,53.99,18,0,73.8417743628618,402.0,8,26,0.08576352365012097,0.20393285470775996,1,0,162.3353254635072,0.6835581238274846,0,3,53.99,0.0,3.332204510175204,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,235.0,205.0,440.0,61,0,74.15899438766813,206.0,26,157,0.14841434495184658,0.572200944639586,1,0,163.95988171176418,0.3465967696579786,0,4,220.0,0.0,2.9444389791664403,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,227.0,92.0,319.0,18,0,70.39612868336796,191.0,9,190,0.1208445092286037,0.39450260584363145,1,0,80.66363840893024,0.21469519952012578,0,5,319.0,0.0,3.4965075614664802,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,200.0,64.0,264.0,80,1,89.03077469969718,51.0,5,13,0.4320819547411951,0.48925487049837885,1,0,146.69867862136155,0.4946559104072446,0,6,66.0,0.0125,4.736198448394496,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,86.0,134.0,220.0,26,0,69.58445194879945,210.0,13,100,0.22186949643694528,0.39696700347076963,1,0,105.7402455906752,0.6317676510060904,0,7,27.5,0.0,3.5263605246161616,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,368.0,63.0,431.0,16,0,73.01428135886889,362.0,5,74,0.2007712165257124,0.06959269067546157,0,1,122.06533960245706,0.6317676510060904,0,8,431.0,0.0,4.553876891600541,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,26.0,10.0,53.99,29,0,87.51589724792584,169.0,13,150,0.1613350578419057,0.3208222910512497,0,0,181.00603589403767,0.5381930238777279,0,9,13.4975,0.0,3.8918202981106265,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,138.0,303.0,441.0,58,2,84.54587109845443,455.0,12,153,0.0694308221859178,0.12875492759611418,0,0,93.03863328206752,0.7621887995723614,0,10,441.0,0.034482758620689655,4.770684624465665,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79.0,143.0,222.0,35,0,87.26101305182053,442.0,7,47,0.16376186739258752,0.12366651174493969,1,1,157.06197759318349,0.8700903105499794,0,11,111.0,0.0,3.258096538021482,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,70.0,77.0,147.0,45,0,41.72935667935556,127.0,13,190,0.08566085511788325,0.22233016547027837,1,0,138.28500715809213,0.913950836291047,0,12,147.0,0.0,5.455321115357702,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,237.0,37.0,274.0,78,1,95.80227646130533,611.0,3,31,0.2736647941121531,0.17846021616215912,0,1,112.23887442196475,0.6699576052594072,0,13,54.8,0.01282051282051282,2.8903717578961645,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,485.0,21.0,506.0,106,1,82.63680522513515,206.0,10,157,0.2029508124507609,0.11158269521995286,1,0,134.69614270115295,0.6389879324874683,0,14,506.0,0.009433962264150943,2.6390573296152584,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,101.0,140.0,241.0,34,1,100.0,207.0,6,149,0.06894897826849956,0.04300209691768502,0,0,129.93647693267556,0.657826629376443,0,15,34.42857142857143,0.029411764705882353,2.302585092994046,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
